system,attack_type,scenario_group,attack_case,mode,attack_profile,status,decision,error,latency_ms,unauthorized_success,expected_reject,invariant_violated
userspace,spoof,A,fake_session_id,userspace,tamper_session,ok,ALLOW,,1.971,1,1,1
userspace,spoof,A,expired_session,userspace,tamper_session,ok,ALLOW,,1.291,1,1,1
userspace,spoof,A,session_token_theft,userspace,tamper_session,error,,agent_id is bound to a different peer identity,0.69,0,1,0
userspace,spoof,A,fake_session_id,userspace,tamper_session,ok,ALLOW,,0.972,1,1,1
userspace,spoof,A,expired_session,userspace,tamper_session,ok,ALLOW,,1.055,1,1,1
userspace,spoof,A,session_token_theft,userspace,tamper_session,error,,agent_id is bound to a different peer identity,0.68,0,1,0
userspace,spoof,A,fake_session_id,userspace,tamper_session,ok,ALLOW,,0.938,1,1,1
userspace,spoof,A,expired_session,userspace,tamper_session,ok,ALLOW,,0.945,1,1,1
userspace,spoof,A,session_token_theft,userspace,tamper_session,error,,agent_id is bound to a different peer identity,0.595,0,1,0
userspace,spoof,A,fake_session_id,userspace,tamper_session,ok,ALLOW,,0.891,1,1,1
userspace,spoof,A,expired_session,userspace,tamper_session,ok,ALLOW,,0.914,1,1,1
userspace,spoof,A,session_token_theft,userspace,tamper_session,error,,agent_id is bound to a different peer identity,0.606,0,1,0
userspace,spoof,A,fake_session_id,userspace,tamper_session,ok,ALLOW,,0.905,1,1,1
userspace,spoof,A,expired_session,userspace,tamper_session,ok,ALLOW,,0.94,1,1,1
userspace,spoof,A,session_token_theft,userspace,tamper_session,error,,agent_id is bound to a different peer identity,0.592,0,1,0
userspace,spoof,A,fake_session_id,userspace,tamper_session,ok,ALLOW,,0.881,1,1,1
userspace,spoof,A,expired_session,userspace,tamper_session,ok,ALLOW,,0.83,1,1,1
userspace,spoof,A,session_token_theft,userspace,tamper_session,error,,agent_id is bound to a different peer identity,0.71,0,1,0
userspace,spoof,A,fake_session_id,userspace,tamper_session,ok,ALLOW,,1.236,1,1,1
userspace,spoof,A,expired_session,userspace,tamper_session,ok,ALLOW,,1.1,1,1,1
userspace,spoof,A,session_token_theft,userspace,tamper_session,error,,agent_id is bound to a different peer identity,0.625,0,1,0
userspace,spoof,A,fake_session_id,userspace,tamper_session,ok,ALLOW,,1.142,1,1,1
userspace,spoof,A,expired_session,userspace,tamper_session,ok,ALLOW,,0.951,1,1,1
userspace,spoof,A,session_token_theft,userspace,tamper_session,error,,agent_id is bound to a different peer identity,0.705,0,1,0
userspace,spoof,A,fake_session_id,userspace,tamper_session,ok,ALLOW,,0.991,1,1,1
userspace,spoof,A,expired_session,userspace,tamper_session,ok,ALLOW,,1.08,1,1,1
userspace,spoof,A,session_token_theft,userspace,tamper_session,error,,agent_id is bound to a different peer identity,0.778,0,1,0
userspace,spoof,A,fake_session_id,userspace,tamper_session,ok,ALLOW,,0.927,1,1,1
userspace,spoof,A,expired_session,userspace,tamper_session,ok,ALLOW,,0.901,1,1,1
userspace,spoof,A,session_token_theft,userspace,tamper_session,error,,agent_id is bound to a different peer identity,0.618,0,1,0
userspace,spoof,A,fake_session_id,userspace,tamper_session,ok,ALLOW,,0.893,1,1,1
userspace,spoof,A,expired_session,userspace,tamper_session,ok,ALLOW,,0.962,1,1,1
userspace,spoof,A,session_token_theft,userspace,tamper_session,error,,agent_id is bound to a different peer identity,0.582,0,1,0
userspace,spoof,A,fake_session_id,userspace,tamper_session,ok,ALLOW,,0.906,1,1,1
userspace,spoof,A,expired_session,userspace,tamper_session,ok,ALLOW,,0.946,1,1,1
userspace,spoof,A,session_token_theft,userspace,tamper_session,error,,agent_id is bound to a different peer identity,0.605,0,1,0
userspace,spoof,A,fake_session_id,userspace,tamper_session,ok,ALLOW,,1.011,1,1,1
userspace,spoof,A,expired_session,userspace,tamper_session,ok,ALLOW,,0.835,1,1,1
userspace,spoof,A,session_token_theft,userspace,tamper_session,error,,agent_id is bound to a different peer identity,0.616,0,1,0
userspace,spoof,A,fake_session_id,userspace,tamper_session,ok,ALLOW,,1.094,1,1,1
userspace,spoof,A,expired_session,userspace,tamper_session,ok,ALLOW,,0.898,1,1,1
userspace,spoof,A,session_token_theft,userspace,tamper_session,error,,agent_id is bound to a different peer identity,0.735,0,1,0
userspace,spoof,A,fake_session_id,userspace,tamper_session,ok,ALLOW,,1.02,1,1,1
userspace,spoof,A,expired_session,userspace,tamper_session,ok,ALLOW,,0.935,1,1,1
userspace,spoof,A,session_token_theft,userspace,tamper_session,error,,agent_id is bound to a different peer identity,0.645,0,1,0
userspace,spoof,A,fake_session_id,userspace,tamper_session,ok,ALLOW,,1.078,1,1,1
userspace,spoof,A,expired_session,userspace,tamper_session,ok,ALLOW,,0.898,1,1,1
userspace,spoof,A,session_token_theft,userspace,tamper_session,error,,agent_id is bound to a different peer identity,0.628,0,1,0
userspace,spoof,A,fake_session_id,userspace,tamper_session,ok,ALLOW,,0.909,1,1,1
userspace,spoof,A,expired_session,userspace,tamper_session,ok,ALLOW,,1.013,1,1,1
userspace,spoof,A,session_token_theft,userspace,tamper_session,error,,agent_id is bound to a different peer identity,0.768,0,1,0
userspace,spoof,A,fake_session_id,userspace,tamper_session,ok,ALLOW,,1.137,1,1,1
userspace,spoof,A,expired_session,userspace,tamper_session,ok,ALLOW,,0.938,1,1,1
userspace,spoof,A,session_token_theft,userspace,tamper_session,error,,agent_id is bound to a different peer identity,0.576,0,1,0
userspace,spoof,A,fake_session_id,userspace,tamper_session,ok,ALLOW,,1.045,1,1,1
userspace,spoof,A,expired_session,userspace,tamper_session,ok,ALLOW,,0.912,1,1,1
userspace,spoof,A,session_token_theft,userspace,tamper_session,error,,agent_id is bound to a different peer identity,0.78,0,1,0
userspace,spoof,A,fake_session_id,userspace,tamper_session,ok,ALLOW,,0.905,1,1,1
userspace,spoof,A,expired_session,userspace,tamper_session,ok,ALLOW,,1.055,1,1,1
userspace,spoof,A,session_token_theft,userspace,tamper_session,error,,agent_id is bound to a different peer identity,0.581,0,1,0
userspace,replay,B,forged_approval_ticket,userspace,tamper_approval,ok,ALLOW,,1.222,1,1,1
userspace,replay,B,cross_agent_ticket_reuse,userspace,tamper_approval,ok,ALLOW,,1.081,1,1,1
userspace,replay,B,cross_tool_ticket_reuse,userspace,tamper_approval,error,ALLOW,no GUI session available (DISPLAY/WAYLAND_DISPLAY unset),0.85,0,1,0
userspace,replay,B,expired_ticket_replay,userspace,tamper_approval,ok,ALLOW,,1.082,1,1,1
userspace,replay,B,denied_ticket_reuse,userspace,tamper_approval,ok,ALLOW,,1.024,1,1,1
userspace,replay,B,forged_approval_ticket,userspace,tamper_approval,ok,ALLOW,,0.986,1,1,1
userspace,replay,B,cross_agent_ticket_reuse,userspace,tamper_approval,ok,ALLOW,,1.003,1,1,1
userspace,replay,B,cross_tool_ticket_reuse,userspace,tamper_approval,error,ALLOW,no GUI session available (DISPLAY/WAYLAND_DISPLAY unset),0.855,0,1,0
userspace,replay,B,expired_ticket_replay,userspace,tamper_approval,ok,ALLOW,,1.104,1,1,1
userspace,replay,B,denied_ticket_reuse,userspace,tamper_approval,ok,ALLOW,,1.003,1,1,1
userspace,replay,B,forged_approval_ticket,userspace,tamper_approval,ok,ALLOW,,0.993,1,1,1
userspace,replay,B,cross_agent_ticket_reuse,userspace,tamper_approval,ok,ALLOW,,1.068,1,1,1
userspace,replay,B,cross_tool_ticket_reuse,userspace,tamper_approval,error,ALLOW,no GUI session available (DISPLAY/WAYLAND_DISPLAY unset),0.882,0,1,0
userspace,replay,B,expired_ticket_replay,userspace,tamper_approval,ok,ALLOW,,1.175,1,1,1
userspace,replay,B,denied_ticket_reuse,userspace,tamper_approval,ok,ALLOW,,1.062,1,1,1
userspace,replay,B,forged_approval_ticket,userspace,tamper_approval,ok,ALLOW,,1.055,1,1,1
userspace,replay,B,cross_agent_ticket_reuse,userspace,tamper_approval,ok,ALLOW,,1.057,1,1,1
userspace,replay,B,cross_tool_ticket_reuse,userspace,tamper_approval,error,ALLOW,no GUI session available (DISPLAY/WAYLAND_DISPLAY unset),0.921,0,1,0
userspace,replay,B,expired_ticket_replay,userspace,tamper_approval,ok,ALLOW,,1.185,1,1,1
userspace,replay,B,denied_ticket_reuse,userspace,tamper_approval,ok,ALLOW,,1.113,1,1,1
